OBJECTID,IS_DRILL,STREET,REASON,TYPE,SOURCE,RoadClosureDate,RoadClosureEnd,INCIDENT_DATE,YEAR,RoadClosureHours,CommuteHours,TideDate,MinsUntilTide,FloodRisk,NearestHighLowTide,MaxTide,TideType,Closest6MinTideHeight,MoonPhase,MoonPhaseDesc,DailyPrecipitation_Downtown,DailyPrecipitationCat_Downtown,Fastest2minWindDir_Dwntwn,Fastest2minWindSpeed_Dwntwn,Fastest2minWindDirDesc_Dwntwn,FloodReason_6MIN,FloodReason_Day,EventName,Shape__Length
1227,,BROAD ST,FLOOD,CLOSED,Charleston PD,2021/11/06 10:24:31+00,2021/11/06 11:37:49+00,2021/11/06,2021,1,Non-Commute,2021/11/06 10:24:00+00,0,Major,8.417,8.417,High,8.44,0.04,New Moon,0.36,"<1""",360,27.1,N,High Tide / No Rain,High Tide / No Rain,,292.888426193604
1228,,BEAUFAIN ST,FLOOD,CLOSED,Charleston PD,2021/11/06 10:33:00+00,2021/11/06 12:42:38+00,2021/11/06,2021,2,Non-Commute,2021/11/06 10:24:00+00,-9,Major,8.417,8.417,High,8.407,0.04,New Moon,0.36,"<1""",360,27.1,N,High Tide / No Rain,High Tide / No Rain,,446.655375983132
1229,,GADSDEN ST,FLOOD,CLOSED,Charleston PD,2021/11/06 10:42:19+00,2021/11/06 14:57:12+00,2021/11/06,2021,4,Non-Commute,2021/11/06 10:24:00+00,-18,Major,8.417,8.417,High,8.331,0.04,New Moon,0.36,"<1""",360,27.1,N,High Tide / No Rain,High Tide / No Rain,,407.42750664496
1230,,AMERICA ST,FLOOD,CLOSED,Charleston PD,2021/11/06 11:06:09+00,2021/11/06 13:10:41+00,2021/11/06,2021,2,Non-Commute,2021/11/06 10:24:00+00,-42,Major,8.417,8.417,High,8.085,0.04,New Moon,0.36,"<1""",360,27.1,N,High Tide / No Rain,High Tide / No Rain,,120.208724486418
1231,,WENTWORTH ST,FLOOD,CLOSED,Charleston PD,2021/11/06 15:05:55+00,2021/11/07 13:57:21+00,2021/11/06,2021,22,Evening Commute,2021/11/06 16:54:00+00,109,None,1.251,8.417,Low,2.692,0.04,New Moon,0.36,"<1""",360,27.1,N,Low Tide / No Rain,High Tide / No Rain,,144.685117402092
1232,,LOCKWOOD DR,FLOOD,CLOSED,Charleston PD,2021/11/07 09:19:30+00,2021/11/07 13:18:03+00,2021/11/07,2021,4,Non-Commute,2021/11/07 10:18:00+00,59,Major,8.515,8.515,High,8.079,0.08,Other Moon,0.24,"<1""",360,23.9,N,High Tide / No Rain,High Tide / No Rain,,248.400425046374
1233,,HAGOOD AVE,FLOOD,CLOSED,Charleston PD,2021/11/07 09:27:28+00,2021/11/07 13:47:18+00,2021/11/07,2021,4,Non-Commute,2021/11/07 10:18:00+00,51,Major,8.515,8.515,High,8.138,0.08,Other Moon,0.24,"<1""",360,23.9,N,High Tide / No Rain,High Tide / No Rain,,429.552643485499
1234,,FISHBURNE ST,FLOOD,CLOSED,Charleston PD,2021/11/07 09:28:25+00,2021/11/07 13:47:02+00,2021/11/07,2021,4,Non-Commute,2021/11/07 10:18:00+00,50,Major,8.515,8.515,High,8.197,0.08,Other Moon,0.24,"<1""",360,23.9,N,High Tide / No Rain,High Tide / No Rain,,317.674320109057
1235,,LOCKWOOD DR,FLOOD,CLOSED,Charleston PD,2021/11/07 09:30:13+00,2021/11/07 13:17:40+00,2021/11/07,2021,4,Non-Commute,2021/11/07 10:18:00+00,48,Major,8.515,8.515,High,8.197,0.08,Other Moon,0.24,"<1""",360,23.9,N,High Tide / No Rain,High Tide / No Rain,,176.98475370144
1236,,S MARKET ST,FLOOD,CLOSED,Charleston PD,2021/11/07 09:35:00+00,2021/11/07 12:03:27+00,2021/11/07,2021,3,Non-Commute,2021/11/07 10:18:00+00,43,Major,8.515,8.515,High,8.263,0.08,Other Moon,0.24,"<1""",360,23.9,N,High Tide / No Rain,High Tide / No Rain,,144.211411500167
1237,,SAINT ANDREWS BLVD RAMP,FLOOD,CLOSED,Charleston PD,2021/11/07 09:36:56+00,2021/11/07 12:15:41+00,2021/11/07,2021,3,Non-Commute,2021/11/07 10:18:00+00,42,Major,8.515,8.515,High,8.263,0.08,Other Moon,0.24,"<1""",360,23.9,N,High Tide / No Rain,High Tide / No Rain,,767.059632371932
1238,,SAVANNAH HWY,FLOOD,CLOSED,Charleston PD,2021/11/07 09:42:41+00,2021/11/07 11:33:26+00,2021/11/07,2021,2,Non-Commute,2021/11/07 10:18:00+00,36,Major,8.515,8.515,High,8.325,0.08,Other Moon,0.24,"<1""",360,23.9,N,High Tide / No Rain,High Tide / No Rain,,401.119746726623
1239,,LOCKWOOD DR RAMP,FLOOD,CLOSED,Charleston PD,2021/11/07 09:45:26+00,2021/11/07 12:40:15+00,2021/11/07,2021,3,Non-Commute,2021/11/07 10:18:00+00,33,Major,8.515,8.515,High,8.325,0.08,Other Moon,0.24,"<1""",360,23.9,N,High Tide / No Rain,High Tide / No Rain,,214.521031083675
1240,,LOCKWOOD DR,FLOOD,CLOSED,Charleston PD,2021/11/07 09:46:45+00,2021/11/07 12:43:42+00,2021/11/07,2021,3,Non-Commute,2021/11/07 10:18:00+00,32,Major,8.515,8.515,High,8.394,0.08,Other Moon,0.24,"<1""",360,23.9,N,High Tide / No Rain,High Tide / No Rain,,126.343935043725
1241,,LOCKWOOD DR RAMP,FLOOD,CLOSED,Charleston PD,2021/11/07 09:51:31+00,2021/11/07 11:48:48+00,2021/11/07,2021,2,Non-Commute,2021/11/07 10:18:00+00,27,Major,8.515,8.515,High,8.394,0.08,Other Moon,0.24,"<1""",360,23.9,N,High Tide / No Rain,High Tide / No Rain,,114.62511253539
1242,,SPRING ST,FLOOD,CLOSED,Charleston PD,2021/11/07 10:09:09+00,2021/11/07 12:43:17+00,2021/11/07,2021,2,Non-Commute,2021/11/07 10:18:00+00,9,Major,8.515,8.515,High,8.499,0.08,Other Moon,0.24,"<1""",360,23.9,N,High Tide / No Rain,High Tide / No Rain,,447.84464520878
1243,,BROAD ST,FLOOD,CLOSED,Charleston PD,2021/11/07 10:14:20+00,2021/11/07 13:18:29+00,2021/11/07,2021,3,Non-Commute,2021/11/07 10:18:00+00,4,Major,8.515,8.515,High,8.505,0.08,Other Moon,0.24,"<1""",360,23.9,N,High Tide / No Rain,High Tide / No Rain,,135.122856696758
1244,,S MARKET ST,FLOOD,CLOSED,Charleston PD,2021/11/07 10:16:21+00,2021/11/07 11:40:20+00,2021/11/07,2021,1,Non-Commute,2021/11/07 10:18:00+00,2,Major,8.515,8.515,High,8.496,0.08,Other Moon,0.24,"<1""",360,23.9,N,High Tide / No Rain,High Tide / No Rain,,122.075381181224
1245,,MORRISON DR,FLOOD,CLOSED - PARTIAL,Charleston PD,2021/11/07 10:21:38+00,2021/11/07 13:58:11+00,2021/11/07,2021,3,Non-Commute,2021/11/07 10:18:00+00,-3,Major,8.515,8.515,High,8.496,0.08,Other Moon,0.24,"<1""",360,23.9,N,High Tide / No Rain,High Tide / No Rain,,709.064405365055
1246,,AMERICA ST,FLOOD,CLOSED,Charleston PD,2021/11/07 10:24:33+00,2021/11/07 12:57:30+00,2021/11/07,2021,2,Non-Commute,2021/11/07 10:18:00+00,-6,Major,8.515,8.515,High,8.509,0.08,Other Moon,0.24,"<1""",360,23.9,N,High Tide / No Rain,High Tide / No Rain,,378.189730875247
1247,,GRACE BRIDGE ST,FLOOD,CLOSED,Charleston PD,2021/11/07 10:25:36+00,2021/11/07 13:19:59+00,2021/11/07,2021,3,Non-Commute,2021/11/07 10:18:00+00,-7,Major,8.515,8.515,High,8.509,0.08,Other Moon,0.24,"<1""",360,23.9,N,High Tide / No Rain,High Tide / No Rain,,271.061891637068
1248,,HANOVER ST,FLOOD,CLOSED,Charleston PD,2021/11/07 10:26:27+00,2021/11/07 12:57:47+00,2021/11/07,2021,2,Non-Commute,2021/11/07 10:18:00+00,-8,Major,8.515,8.515,High,8.509,0.08,Other Moon,0.24,"<1""",360,23.9,N,High Tide / No Rain,High Tide / No Rain,,177.79053015692
1249,,BROAD ST,FLOOD,CLOSED,Charleston PD,2021/11/07 10:32:04+00,2021/11/07 13:19:09+00,2021/11/07,2021,3,Non-Commute,2021/11/07 10:18:00+00,-14,Major,8.515,8.515,High,8.482,0.08,Other Moon,0.24,"<1""",360,23.9,N,High Tide / No Rain,High Tide / No Rain,,291.661557293732
1250,,LEE ST,FLOOD,CLOSED,Charleston PD,2021/11/07 10:48:20+00,2021/11/07 12:58:15+00,2021/11/07,2021,2,Non-Commute,2021/11/07 10:18:00+00,-30,Major,8.515,8.515,High,8.289,0.08,Other Moon,0.24,"<1""",360,23.9,N,High Tide / No Rain,High Tide / No Rain,,174.695742940755
1251,,GADSDEN ST,FLOOD,CLOSED,Charleston PD,2021/11/07 12:33:31+00,2021/11/07 13:58:43+00,2021/11/07,2021,1,Non-Commute,2021/11/07 10:18:00+00,-135,Major,8.515,8.515,High,6.274,0.08,Other Moon,0.24,"<1""",360,23.9,N,High Tide / No Rain,High Tide / No Rain,,48.647700902909
1252,,WENTWORTH ST,FLOOD,CLOSED,Charleston PD,2021/11/07 12:35:10+00,2021/11/07 13:57:41+00,2021/11/07,2021,1,Non-Commute,2021/11/07 10:18:00+00,-137,Major,8.515,8.515,High,6.12,0.08,Other Moon,0.24,"<1""",360,23.9,N,High Tide / No Rain,High Tide / No Rain,,278.554959994691
1253,,WENTWORTH ST,FLOOD,CLOSED,Charleston PD,2021/11/07 12:35:53+00,2021/11/07 13:56:57+00,2021/11/07,2021,1,Non-Commute,2021/11/07 10:18:00+00,-137,Major,8.515,8.515,High,6.12,0.08,Other Moon,0.24,"<1""",360,23.9,N,High Tide / No Rain,High Tide / No Rain,,175.502406928871
1254,,WENTWORTH ST,FLOOD,CLOSED,Charleston PD,2021/11/07 14:00:14+00,2021/11/09 13:02:37+00,2021/11/07,2021,47,Non-Commute,2021/11/07 16:24:00+00,144,None,1.189,8.515,Low,3.837,0.08,Other Moon,0.24,"<1""",360,23.9,N,Low Tide / No Rain,High Tide / No Rain,,43.0989622288351
1255,,BARRE ST,FLOOD,CLOSED,Charleston PD,2021/11/07 14:00:41+00,2021/11/09 13:03:13+00,2021/11/07,2021,47,Non-Commute,2021/11/07 16:24:00+00,144,None,1.189,8.515,Low,3.837,0.08,Other Moon,0.24,"<1""",360,23.9,N,Low Tide / No Rain,High Tide / No Rain,,40.0055000989507
1256,No,WENTWORTH ST,FLOOD,CLOSED,CPD,2021/11/08 03:30:04+00,2021/11/09 13:04:42+00,2021/11/08,2021,34,Non-Commute,2021/11/08 04:30:00+00,60,None,1.324,8.256,Low,1.698,0.12,Other Moon,0,None,10,16.1,N,Low Tide / No Rain,High Tide / No Rain,,454.474656699732
1257,No,MONTAGU ST,FLOOD,CLOSED,CPD,2021/11/08 03:30:04+00,2021/11/08 13:04:21+00,2021/11/08,2021,10,Non-Commute,2021/11/08 04:30:00+00,60,None,1.324,8.256,Low,1.698,0.12,Other Moon,0,None,10,16.1,N,Low Tide / No Rain,High Tide / No Rain,,454.362853481808
1258,,LOCKWOOD DR,FLOOD,CLOSED,Charleston GIS,2022/01/04 08:45:00+00,2022/01/04 10:53:00+00,2022/01/04,2022,2,Morning Commute,2022/01/04 09:18:00+00,33,Moderate,7.685,7.685,High,7.567,0.05,New Moon,0,None,30,15,NE,High Tide / No Rain,High Tide / No Rain,,518.518716803272
1259,,CHERRY ST,FLOOD,CLOSED,Charleston PD,2022/01/04 08:45:36+00,2022/01/04 11:30:00+00,2022/01/04,2022,3,Morning Commute,2022/01/04 09:18:00+00,33,Moderate,7.685,7.685,High,7.567,0.05,New Moon,0,None,30,15,NE,High Tide / No Rain,High Tide / No Rain,,133.196786879625
1260,,SAINT ANDREWS BLVD RAMP,FLOOD,CLOSED,Charleston PD,2022/01/04 09:05:09+00,2022/01/04 10:45:00+00,2022/01/04,2022,1,Morning Commute,2022/01/04 09:18:00+00,13,Moderate,7.685,7.685,High,7.669,0.05,New Moon,0,None,30,15,NE,High Tide / No Rain,High Tide / No Rain,,663.782172829317
1261,,LOCKWOOD DR RAMP,FLOOD,CLOSED,Charleston GIS,2022/01/04 09:15:00+00,2022/01/04 10:48:00+00,2022/01/04,2022,1,Morning Commute,2022/01/04 09:18:00+00,3,Moderate,7.685,7.685,High,7.672,0.05,New Moon,0,None,30,15,NE,High Tide / No Rain,High Tide / No Rain,,201.593827553534
1262,,HAGOOD AVE,FLOOD,CLOSED,Charleston GIS,2022/01/04 09:30:00+00,2022/01/04 11:30:00+00,2022/01/04,2022,2,Morning Commute,2022/01/04 09:18:00+00,-12,Moderate,7.685,7.685,High,7.669,0.05,New Moon,0,None,30,15,NE,High Tide / No Rain,High Tide / No Rain,,805.865669297131
1263,,FISHBURNE ST,FLOOD,CLOSED,Charleston GIS,2022/01/04 09:30:00+00,2022/01/04 11:30:00+00,2022/01/04,2022,2,Morning Commute,2022/01/04 09:18:00+00,-12,Moderate,7.685,7.685,High,7.669,0.05,New Moon,0,None,30,15,NE,High Tide / No Rain,High Tide / No Rain,,232.771561162676
1264,,WASHINGTON ST ,FLOOD,CLOSED,Charleston GIS,2022/01/04 09:50:00+00,2022/01/04 10:52:00+00,2022/01/04,2022,1,Morning Commute,2022/01/04 09:18:00+00,-32,Moderate,7.685,7.685,High,7.528,0.05,New Moon,0,None,30,15,NE,High Tide / No Rain,High Tide / No Rain,,101.917436385401
1265,,LOCKWOOD DR,FLOOD,CLOSED - PARTIAL,Charleston PD,2022/01/04 09:56:16+00,2022/01/04 11:30:00+00,2022/01/04,2022,2,Morning Commute,2022/01/04 09:18:00+00,-38,Moderate,7.685,7.685,High,7.433,0.05,New Moon,0,None,30,15,NE,High Tide / No Rain,High Tide / No Rain,,174.982067551838
1266,No,WASHINGTON ST ,FLOOD,CLOSED,CPD,2022/01/05 02:30:04+00,2021/01/05 12:30:00+00,2022/01/05,2022,-8750,Non-Commute,2022/01/05 03:42:00+00,72,None,0.927,7.784,Low,1.491,0.09,Other Moon,0.07,"<1""",20,10.1,NE,Low Tide / No Rain,High Tide / No Rain,,101.917436385401
1267,No,HAGOOD AVE,FLOOD,CLOSED,CPD,2022/01/05 02:30:04+00,2021/01/05 12:30:00+00,2022/01/05,2022,-8750,Non-Commute,2022/01/05 03:42:00+00,72,None,0.927,7.784,Low,1.491,0.09,Other Moon,0.07,"<1""",20,10.1,NE,Low Tide / No Rain,High Tide / No Rain,,805.865669297131
1268,No,BROAD ST,FLOOD,CLOSED,CPD,2022/01/05 02:30:04+00,2021/01/05 12:30:00+00,2022/01/05,2022,-8750,Non-Commute,2022/01/05 03:42:00+00,72,None,0.927,7.784,Low,1.491,0.09,Other Moon,0.07,"<1""",20,10.1,NE,Low Tide / No Rain,High Tide / No Rain,,480.034647897457
1269,No,CALHOUN ST,FLOOD,CLOSED - PARTIAL,CPD,2022/01/05 02:30:04+00,2021/01/05 12:30:00+00,2022/01/05,2022,-8750,Non-Commute,2022/01/05 03:42:00+00,72,None,0.927,7.784,Low,1.491,0.09,Other Moon,0.07,"<1""",20,10.1,NE,Low Tide / No Rain,High Tide / No Rain,,1085.01698253244
1270,No,LOCKWOOD DR,FLOOD,CLOSED,CPD,2022/01/05 02:30:04+00,2021/01/05 12:30:00+00,2022/01/05,2022,-8750,Non-Commute,2022/01/05 03:42:00+00,72,None,0.927,7.784,Low,1.491,0.09,Other Moon,0.07,"<1""",20,10.1,NE,Low Tide / No Rain,High Tide / No Rain,,518.518716803272
1271,No,SAINT ANDREWS BLVD RAMP,FLOOD,CLOSED,CPD,2022/01/05 02:30:04+00,2021/01/05 12:30:00+00,2022/01/05,2022,-8750,Non-Commute,2022/01/05 03:42:00+00,72,None,0.927,7.784,Low,1.491,0.09,Other Moon,0.07,"<1""",20,10.1,NE,Low Tide / No Rain,High Tide / No Rain,,709.33506438949
1272,No,CALHOUN ST,FLOOD,CLOSED - PARTIAL,CPD,2022/01/05 05:48:13+00,2022/01/05 12:30:00+00,2022/01/05,2022,7,Non-Commute,2022/01/05 03:42:00+00,-126,None,0.927,7.784,Low,3.023,0.09,Other Moon,0.07,"<1""",20,10.1,NE,Low Tide / No Rain,High Tide / No Rain,,1085.01698253244
1273,No,HAGOOD AVE,FLOOD,CLOSED,Charleston GIS,2022/01/05 10:00:00+00,2022/01/05 12:30:00+00,2022/01/05,2022,2,Non-Commute,2022/01/05 10:00:00+00,0,Moderate,7.784,7.784,High,7.774,0.09,Other Moon,0.07,"<1""",20,10.1,NE,High Tide / No Rain,High Tide / No Rain,,805.865669297131
1274,,CALHOUN ST,FLOOD,CLOSED,Charleston PD,2022/01/05 10:00:00+00,2022/01/05 13:30:00+00,2022/01/05,2022,3,Non-Commute,2022/01/05 10:00:00+00,0,Moderate,7.784,7.784,High,7.774,0.09,Other Moon,0.07,"<1""",20,10.1,NE,High Tide / No Rain,High Tide / No Rain,,21.8484025432987
1275,,CHERRY ST,FLOOD,CLOSED,Charleston PD,2022/01/05 10:07:13+00,2022/01/05 13:30:00+00,2022/01/05,2022,3,Non-Commute,2022/01/05 10:00:00+00,-7,Moderate,7.784,7.784,High,7.79,0.09,Other Moon,0.07,"<1""",20,10.1,NE,High Tide / No Rain,High Tide / No Rain,,130.307283559497
1276,No,SAINT ANDREWS BLVD RAMP,FLOOD,CLOSED,Charleston GIS,2022/01/05 10:48:35+00,2022/01/05 12:30:00+00,2022/01/05,2022,2,Non-Commute,2022/01/05 10:00:00+00,-48,Moderate,7.784,7.784,High,7.531,0.09,Other Moon,0.07,"<1""",20,10.1,NE,High Tide / No Rain,High Tide / No Rain,,709.33506438949
1277,No,WASHINGTON ST ,FLOOD,CLOSED,Charleston GIS,2022/01/05 10:48:43+00,2022/01/05 12:30:00+00,2022/01/05,2022,2,Non-Commute,2022/01/05 10:00:00+00,-48,Moderate,7.784,7.784,High,7.531,0.09,Other Moon,0.07,"<1""",20,10.1,NE,High Tide / No Rain,High Tide / No Rain,,101.917436385401
1278,No,FISHBURNE ST,FLOOD,CLOSED,Charleston GIS,2022/01/05 11:33:16+00,2022/01/05 12:30:00+00,2022/01/05,2022,1,Non-Commute,2022/01/05 10:00:00+00,-93,Moderate,7.784,7.784,High,6.885,0.09,Other Moon,0.07,"<1""",20,10.1,NE,High Tide / No Rain,High Tide / No Rain,,232.771561162676
1279,,SAINT PHILIP ST,FLOOD,CLOSED,Charleston GIS,2022/05/14 07:00:00+00,2022/05/15 08:00:00+00,2022/05/14,2022,25,Morning Commute,2022/05/14 06:54:00+00,-6,None,6.796,7.403,High,6.796,0.42,Other Moon,0,None,170,11,S,High Tide / No Rain,High Tide / No Rain,,125.546588688996
1280,,GLEBE ST,FLOOD,CLOSED,Charleston GIS,2022/05/14 07:00:00+00,2022/05/15 08:00:00+00,2022/05/14,2022,25,Morning Commute,2022/05/14 06:54:00+00,-6,None,6.796,7.403,High,6.796,0.42,Other Moon,0,None,170,11,S,High Tide / No Rain,High Tide / No Rain,,214.169873481347
1281,,GEORGE ST,FLOOD,CLOSED,Charleston GIS,2022/05/14 07:00:00+00,2022/05/15 08:00:00+00,2022/05/14,2022,25,Morning Commute,2022/05/14 06:54:00+00,-6,None,6.796,7.403,High,6.796,0.42,Other Moon,0,None,170,11,S,High Tide / No Rain,High Tide / No Rain,,101.06079922698
1282,No,WASHINGTON ST ,FLOOD,CLOSED,CPD,2022/05/17 15:30:03+00,2022/05/17 23:15:00+00,2022/05/17,2022,8,Evening Commute,2022/05/17 15:30:00+00,0,None,0.382,7.856,Low,0.385,0.53,Full Moon,0.03,"<1""",110,15,E,Low Tide / No Rain,High Tide / No Rain,,101.917436385401
1283,No,FISHBURNE ST,FLOOD,CLOSED,CPD,2022/05/17 15:30:03+00,2022/05/17 23:15:00+00,2022/05/17,2022,8,Evening Commute,2022/05/17 15:30:00+00,0,None,0.382,7.856,Low,0.385,0.53,Full Moon,0.03,"<1""",110,15,E,Low Tide / No Rain,High Tide / No Rain,,232.771561162676
1284,No,LOCKWOOD DR,FLOOD,CLOSED,CPD,2022/05/17 15:30:03+00,2022/05/17 23:15:00+00,2022/05/17,2022,8,Evening Commute,2022/05/17 15:30:00+00,0,None,0.382,7.856,Low,0.385,0.53,Full Moon,0.03,"<1""",110,15,E,Low Tide / No Rain,High Tide / No Rain,,518.518716803272
1285,No,MONTAGU ST,FLOOD,CLOSED,CPD,2022/05/17 19:37:57+00,2022/05/17 23:59:00+00,2022/05/17,2022,4,Non-Commute,2022/05/17 22:06:00+00,149,Moderate,7.856,7.856,High,5.946,0.53,Full Moon,0.03,"<1""",110,15,E,Low Tide / No Rain,High Tide / No Rain,,454.362853481808
1286,No,WASHINGTON ST ,FLOOD,CLOSED,CPD,2022/05/17 19:38:09+00,2022/05/17 23:59:00+00,2022/05/17,2022,4,Non-Commute,2022/05/17 22:06:00+00,148,Moderate,7.856,7.856,High,5.946,0.53,Full Moon,0.03,"<1""",110,15,E,Low Tide / No Rain,High Tide / No Rain,,101.917436385401
1287,,CENTRAL PARK RD.,FLOOD,CLOSED - PARTIAL,Charleston PD,2022/05/17 22:30:00+00,2022/05/17 23:30:00+00,2022/05/17,2022,1,Non-Commute,2022/05/17 22:06:00+00,-24,Moderate,7.856,7.856,High,7.803,0.53,Full Moon,0.03,"<1""",110,15,E,High Tide / No Rain,High Tide / No Rain,,408.369506638955
1288,,CENTRAL PARK RD.,FLOOD,CLOSED - PARTIAL,Charleston PD,2022/05/17 22:30:00+00,2022/05/17 23:30:00+00,2022/05/17,2022,1,Non-Commute,2022/05/17 22:06:00+00,-24,Moderate,7.856,7.856,High,7.803,0.53,Full Moon,0.03,"<1""",110,15,E,High Tide / No Rain,High Tide / No Rain,,408.369506638955
1289,No,FISHBURNE ST,FLOOD,CLOSED,Charleston GIS,2022/05/17 23:37:08+00,2022/05/17 23:59:00+00,2022/05/17,2022,0,Non-Commute,2022/05/17 22:06:00+00,-91,Moderate,7.856,7.856,High,6.963,0.53,Full Moon,0.03,"<1""",110,15,E,High Tide / No Rain,High Tide / No Rain,,232.771561162676
1290,No,SAINT ANDREWS BLVD RAMP,FLOOD,CLOSED,Charleston GIS,2022/05/17 23:37:22+00,2022/05/17 23:59:00+00,2022/05/17,2022,0,Non-Commute,2022/05/17 22:06:00+00,-91,Moderate,7.856,7.856,High,6.963,0.53,Full Moon,0.03,"<1""",110,15,E,High Tide / No Rain,High Tide / No Rain,,709.33506438949
1291,No,LOCKWOOD DR,FLOOD,CLOSED,Charleston GIS,2022/05/17 23:38:41+00,2022/05/17 23:59:00+00,2022/05/17,2022,0,Non-Commute,2022/05/17 22:06:00+00,-92,Moderate,7.856,7.856,High,6.963,0.53,Full Moon,0.03,"<1""",110,15,E,High Tide / No Rain,High Tide / No Rain,,518.518716803272
1292,No,SAINT ANDREWS BLVD RAMP,FLOOD,CLOSED,CPD,2022/05/18 16:30:03+00,2022/05/19 00:45:00+00,2022/05/18,2022,8,Evening Commute,2022/05/18 16:24:00+00,-6,None,0.277,7.469,Low,0.274,0.57,Full Moon,0,None,180,14.1,S,Low Tide / No Rain,High Tide / No Rain,,709.33506438949
1293,No,FISHBURNE ST,FLOOD,CLOSED,Charleston GIS,2022/05/19 01:01:09+00,2022/05/19 01:45:00+00,2022/05/19,2022,0,Non-Commute,2022/05/19 05:30:00+00,269,None,0.444,5.805,Low,6.156,0.61,Other Moon,0,None,210,18.1,S,High Tide / No Rain,Low Tide / No Rain,,232.771561162676
1294,,S MARKET ST,FLOOD,CLOSED,Charleston PD,2022/06/08 12:30:00+00,2022/06/08 12:30:00+00,2022/06/08,2022,0,Non-Commute,2022/06/08 15:36:00+00,186,None,5.704,5.854,High,3.902,0.26,Other Moon,0.69,"<1""",150,17,SE,Low Tide / No Rain,Non-High Tide / Rain,,352.677992175457
1295,,S MARKET ST,FLOOD,CLOSED,Charleston PD,2022/06/08 12:30:00+00,2022/06/08 12:30:00+00,2022/06/08,2022,0,Non-Commute,2022/06/08 15:36:00+00,186,None,5.704,5.854,High,3.902,0.26,Other Moon,0.69,"<1""",150,17,SE,Low Tide / No Rain,Non-High Tide / Rain,,347.930096988622
1296,,CANNON PARK,FLOOD,WARNING,Charleston PD,2022/06/08 12:30:00+00,2022/06/08 16:00:00+00,2022/06/08,2022,4,Non-Commute,2022/06/08 15:36:00+00,186,None,5.704,5.854,High,3.902,0.26,Other Moon,0.69,"<1""",150,17,SE,Low Tide / No Rain,Non-High Tide / Rain,,513.843093205956
1297,,S MARKET ST,FLOOD,CLOSED,Charleston PD,2022/06/08 12:57:09+00,2022/06/08 13:20:00+00,2022/06/08,2022,1,Non-Commute,2022/06/08 15:36:00+00,159,None,5.704,5.854,High,4.322,0.26,Other Moon,0.69,"<1""",150,17,SE,Low Tide / No Rain,Non-High Tide / Rain,,354.779937591518
1298,,SAINT ANDREWS BLVD RAMP,FLOOD,WARNING,Charleston PD,2022/06/15 21:00:00+00,2022/06/15 23:00:00+00,2022/06/15,2022,2,Non-Commute,2022/06/15 22:06:00+00,66,Moderate,7.944,7.944,High,7.534,0.52,Full Moon,0,None,100,16.1,E,High Tide / No Rain,High Tide / No Rain,,313.20112520622
1299,,HAGOOD AVE,FLOOD,WARNING,Charleston PD,2022/06/15 21:00:00+00,2022/06/15 23:00:00+00,2022/06/15,2022,2,Non-Commute,2022/06/15 22:06:00+00,66,Moderate,7.944,7.944,High,7.534,0.52,Full Moon,0,None,100,16.1,E,High Tide / No Rain,High Tide / No Rain,,604.44515402142
1300,,LOCKWOOD DR,FLOOD,WARNING,Charleston PD,2022/06/15 21:00:00+00,2022/06/15 23:00:00+00,2022/06/15,2022,2,Non-Commute,2022/06/15 22:06:00+00,66,Moderate,7.944,7.944,High,7.534,0.52,Full Moon,0,None,100,16.1,E,High Tide / No Rain,High Tide / No Rain,,838.031916373749
1301,,CENTRAL PARK RD,FLOOD,WARNING,Charleston PD,2022/06/15 21:00:00+00,2022/06/15 23:00:00+00,2022/06/15,2022,2,Non-Commute,2022/06/15 22:06:00+00,66,Moderate,7.944,7.944,High,7.534,0.52,Full Moon,0,None,100,16.1,E,High Tide / No Rain,High Tide / No Rain,,224.050814180433
1302,,WASHINGTON ST,FLOOD,WARNING,Charleston PD,2022/06/15 21:00:00+00,2022/06/15 23:00:00+00,2022/06/15,2022,2,Non-Commute,2022/06/15 22:06:00+00,66,Moderate,7.944,7.944,High,7.534,0.52,Full Moon,0,None,100,16.1,E,High Tide / No Rain,High Tide / No Rain,,198.345008968639
1303,,LOCKWOOD DR,FLOOD,WARNING,Charleston PD,2022/06/15 21:00:00+00,2022/06/15 23:00:00+00,2022/06/15,2022,2,Non-Commute,2022/06/15 22:06:00+00,66,Moderate,7.944,7.944,High,7.534,0.52,Full Moon,0,None,100,16.1,E,High Tide / No Rain,High Tide / No Rain,,700.709479428832
1304,,GEORGE STREET TEST,FLOOD,CLOSED,Charleston PD,2022/06/22 14:24:45+00,2022/06/22 14:27:58+00,2022/06/22,2022,0,Non-Commute,2022/06/22 16:06:00+00,102,None,5.973,5.973,High,5.382,0.78,Other Moon,0,None,200,14.1,S,Low Tide / No Rain,Low Tide / No Rain,,219.285390170083
1305,,FOLLY ROAD TEST,FLOOD,CLOSED,Charleston PD,2022/06/22 14:30:36+00,2022/06/22 14:32:05+00,2022/06/22,2022,0,Non-Commute,2022/06/22 16:06:00+00,96,None,5.973,5.973,High,5.444,0.78,Other Moon,0,None,200,14.1,S,Low Tide / No Rain,Low Tide / No Rain,,185.126700617113
